Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
ND0802255003WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LU,,Q,H,O,811,52,,ND,8,2,25,50,3,WU,MT1
ND0803105003WUMT1,WU,731,Triclopyr,G,6.2,1.6,T,LU,,,H,O,811,52,,ND,8,3,10,50,3,WU,MT1
ND0803245003WUMT1,WU,942,Prometon,R,0.59,0.17,T,LU,,,H,O,811,52,,ND,8,3,24,50,3,WU,MT1
ND0804075003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,H,O,811,52,,ND,8,4,7,50,3,WU,MT1
ND0804215003WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,H,R,811,52,,ND,8,4,21,50,3,WU,MT1
ND0805055003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.1,0.36,T,LU,,,H,O,811,52,,ND,8,5,5,50,3,WU,MT1
ND0805195003WUMT1,WU,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,H,O,811,52,,ND,8,5,19,50,3,WU,MT1
ND0806095003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LU,,Q,H,O,811,52,,ND,8,6,9,50,3,WU,MT1
ND0806235003WUMT1,WU,942,Prometon,R,0.64,0.17,T,LU,,,H,O,811,52,,ND,8,6,23,50,3,WU,MT1
ND0807075003WUMT1,WU,305,Atrazine,R,3.9,0.66,T,LU,,,H,O,811,52,,ND,8,7,7,50,3,WU,MT1
ND0807215003WUMT1,WU,731,Triclopyr,G,2.7,1.6,T,LU,,Q,H,O,811,52,,ND,8,7,21,50,3,WU,MT1
ND0808045003WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LU,,Q,H,O,811,52,,ND,8,8,4,50,3,WU,MT1
ND0808185003WUMT1,WU,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,H,O,811,52,,ND,8,8,18,50,3,WU,MT1
ND0809085003WUMT1,WU,305,Atrazine,R,1.1,0.66,T,LU,,Q,H,O,811,52,,ND,8,9,8,50,3,WU,MT1
ND0809225003WUMT1,WU,758,Bentazon,F,0.61,0.18,T,LU,,,H,O,811,52,,ND,8,9,22,50,3,WU,MT1
ND0810065003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,H,O,811,52,,ND,8,10,6,50,3,WU,MT1
ND0810205003WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LU,,Q,H,O,811,52,,ND,8,10,20,50,3,WU,MT1
ND0811035003WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,H,O,811,52,,ND,8,11,3,50,3,WU,MT1
ND0811175003WUMT1,WU,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,H,O,811,52,,ND,8,11,17,50,3,WU,MT1
ND0812015003WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,H,O,811,52,,ND,8,12,1,50,3,WU,MT1
ND0812155003WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,4.1,0.36,T,LU,,,H,O,811,52,,ND,8,12,15,50,3,WU,MT1
ND0901265003WRMT1,WR,942,Prometon,R,0.92,0.17,T,LU,,,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,26,"2,4-D",G,8.3,0.65,T,LU,,,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,731,Triclopyr,G,5.6,1.6,T,LU,,,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.9,0.36,T,LU,,,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0901265003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,1,26,50,3,WR,MT1
ND0902095003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,26,"2,4-D",G,11,0.65,T,LU,,,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,731,Triclopyr,G,6.8,1.6,T,LU,,,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,4,0.36,T,LU,,,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,318,MCPA,G,2.8,0.78,T,LU,,,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,942,Prometon,R,0.77,0.17,T,LU,,,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902095003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,2,9,50,3,WR,MT1
ND0902235003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3,0.36,T,LU,,,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,318,MCPA,G,2.7,0.78,T,LU,,,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,942,Prometon,R,0.73,0.17,T,LU,,,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,26,"2,4-D",G,7.5,0.65,T,LU,,,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0902235003WRMT1,WR,731,Triclopyr,G,7.1,1.6,T,LU,,,,O,811,52,,ND,9,2,23,50,3,WR,MT1
ND0903095003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,942,Prometon,R,0.71,0.17,T,LU,,,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,26,"2,4-D",G,10,0.65,T,LU,,,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.9,0.36,T,LU,,,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903095003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,3,9,50,3,WR,MT1
ND0903235003WRMT1,WR,318,MCPA,G,2.8,0.78,T,LU,,,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.2,0.36,T,LU,,,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,942,Prometon,R,0.91,0.17,T,LU,,,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,780,Tebuthiuron,F,0.77,0.21,T,LU,,,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0903235003WRMT1,WR,26,"2,4-D",G,18,0.65,T,LU,,,,O,811,52,,ND,9,3,23,50,3,WR,MT1
ND0904065003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.8,0.36,T,LU,,,,O,811,52,,ND,9,4,6,50,3,WR,MT1
ND0904065003WRMT1,WR,942,Prometon,R,0.79,0.17,T,LU,,,,O,811,52,,ND,9,4,6,50,3,WR,MT1
ND0904065003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,4,6,50,3,WR,MT1
ND0904065003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,4,6,50,3,WR,MT1
ND0904065003WRMT1,WR,26,"2,4-D",G,4.2,0.65,T,LU,,,,O,811,52,,ND,9,4,6,50,3,WR,MT1
ND0904205003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,758,Bentazon,F,0.66,0.18,T,LU,,,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,26,"2,4-D",G,37,0.65,T,LU,,,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,731,Triclopyr,G,8,1.6,T,LU,,,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.4,0.36,T,LU,,,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0904205003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,4,20,50,3,WR,MT1
ND0905045003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,942,Prometon,R,0.7,0.17,T,LU,,,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,26,"2,4-D",G,27,0.65,T,LU,,,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905045003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,5,4,50,3,WR,MT1
ND0905185003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.8,0.36,T,LU,,,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,942,Prometon,R,0.68,0.17,T,LU,,,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0905185003WRMT1,WR,26,"2,4-D",G,13,0.65,T,LU,,,,O,811,52,,ND,9,5,18,50,3,WR,MT1
ND0906085003WRMT1,WR,26,"2,4-D",G,20,0.65,T,LU,,,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,731,Triclopyr,G,14,1.6,T,LU,,,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,180,Carbofuran,E,2,1,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906085003WRMT1,WR,318,MCPA,G,47,0.78,T,LU,,,,O,811,52,,ND,9,6,8,50,3,WR,MT1
ND0906225003WRMT1,WR,731,Triclopyr,G,5.9,1.6,T,LU,,,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,32,Diuron,A,5.8,3.5,T,LU,,Q,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.2,0.36,T,LU,,,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,942,Prometon,R,0.71,0.17,T,LU,,,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,B46,Clopyralid,G,13,3.4,T,LU,,,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0906225003WRMT1,WR,26,"2,4-D",G,13,0.65,T,LU,,,,O,811,52,,ND,9,6,22,50,3,WR,MT1
ND0907065003WRMT1,WR,731,Triclopyr,G,8.7,1.6,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,32,Diuron,A,5.8,3.5,T,LU,,Q,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.3,0.36,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,758,Bentazon,F,0.74,0.18,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,942,Prometon,R,0.63,0.17,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,26,"2,4-D",G,15,0.65,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907065003WRMT1,WR,B46,Clopyralid,G,11,3.4,T,LU,,,,O,811,52,,ND,9,7,6,50,3,WR,MT1
ND0907205003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2,0.36,T,LU,,,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,758,Bentazon,F,1.1,0.18,T,LU,,,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,942,Prometon,R,0.84,0.17,T,LU,,,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,26,"2,4-D",G,15,0.65,T,LU,,,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0907205003WRMT1,WR,318,MCPA,G,8.2,0.78,T,LU,,,,O,811,52,,ND,9,7,20,50,3,WR,MT1
ND0908035003WRMT1,WR,318,MCPA,G,5,0.78,T,LU,,,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.3,0.36,T,LU,,,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,758,Bentazon,F,1.1,0.18,T,LU,,,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,942,Prometon,R,0.83,0.17,T,LU,,,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908035003WRMT1,WR,26,"2,4-D",G,13,0.65,T,LU,,,,O,811,52,,ND,9,8,3,50,3,WR,MT1
ND0908175003WRMT1,WR,26,"2,4-D",G,21,0.65,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,731,Triclopyr,G,14,1.6,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,32,Diuron,A,5.8,3.5,T,LU,,Q,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.9,0.36,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,318,MCPA,G,2.8,0.78,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,758,Bentazon,F,1.3,0.18,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LU,,Q,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,942,Prometon,R,0.82,0.17,T,LU,,,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908175003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,8,17,50,3,WR,MT1
ND0908315003WRMT1,WR,B72,Tetraconazole,L,3.2,1.9,T,LU,,Q,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,942,Prometon,R,0.68,0.17,T,LU,,,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,758,Bentazon,F,0.61,0.18,T,LU,,,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0908315003WRMT1,WR,26,"2,4-D",G,11,0.65,T,LU,,,,O,811,52,,ND,9,8,31,50,3,WR,MT1
ND0909215003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0909215003WRMT1,WR,942,Prometon,R,0.97,0.17,T,LU,,,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0909215003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0909215003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0909215003WRMT1,WR,26,"2,4-D",G,8.1,0.65,T,LU,,,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0909215003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.1,0.36,T,LU,,,,O,811,52,,ND,9,9,21,50,3,WR,MT1
ND0910055003WRMT1,WR,758,Bentazon,F,0.69,0.18,T,LU,,,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,26,"2,4-D",G,8.3,0.65,T,LU,,,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.4,0.36,T,LU,,,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910055003WRMT1,WR,942,Prometon,R,1.1,0.17,T,LU,,,,O,811,52,,ND,9,10,5,50,3,WR,MT1
ND0910195003WRMT1,WR,758,Bentazon,F,1.3,0.18,T,LU,,,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,942,Prometon,R,0.8,0.17,T,LU,,,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,731,Triclopyr,G,8.2,1.6,T,LU,,,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,26,"2,4-D",G,8.2,0.65,T,LU,,,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0910195003WRMT1,WR,B46,Clopyralid,G,5.7,3.4,T,LU,,Q,,O,811,52,,ND,9,10,19,50,3,WR,MT1
ND0911025003WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,942,Prometon,R,0.96,0.17,T,LU,,,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,26,"2,4-D",G,7.9,0.65,T,LU,,,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,B46,Clopyralid,G,5.7,3.4,T,LU,,Q,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911025003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.1,0.36,T,LU,,,,O,811,52,,ND,9,11,2,50,3,WR,MT1
ND0911165003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911165003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911165003WRMT1,WR,26,"2,4-D",G,6.8,0.65,T,LU,,,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911165003WRMT1,WR,731,Triclopyr,G,5.6,1.6,T,LU,,,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911165003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.4,0.36,T,LU,,,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911165003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,11,16,50,3,WR,MT1
ND0911305003WRMT1,WR,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,758,Bentazon,F,0.7,0.18,T,LU,,,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,26,"2,4-D",G,9.7,0.65,T,LU,,,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.5,0.36,T,LU,,,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0911305003WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,,O,811,52,,ND,9,11,30,50,3,WR,MT1
ND0912145003WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,9,12,14,50,3,WR,MT1
ND0912145003WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LU,,Q,,O,811,52,,ND,9,12,14,50,3,WR,MT1
