Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
MT0708065001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,7,8,6,5001,WU,MT1
MT0709105001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,7,9,10,5001,WU,MT1
MT0709245001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,7,9,24,5001,WU,MT1
MT0708205001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,7,8,20,5001,WU,MT1
MT0801285001WRMT1,WR,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,1,28,5001,WR,MT1
MT0804215001WRMT1,WR,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,R,811,52,,MT,8,4,21,5001,WR,MT1
MT0807215001WRMT1,WR,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,7,21,5001,WR,MT1
MT0808185001WRMT1,WR,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,8,18,5001,WR,MT1
MT0801145001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,1,14,5001,WU,MT1
MT0807215001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,7,21,5001,WU,MT1
MT0808045001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,8,4,5001,WU,MT1
MT0808185001WUMT1,WU,AED,Hydroxy atrazine,R,2,1.2,T,LU,,Q,H,O,811,52,,MT,8,8,18,5001,WU,MT1
MT0601235001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,MT,6,1,23,5001,WR,MT1
MT0603135001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,MT,6,3,13,5001,WR,MT1
MT0601235001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,MT,6,1,23,5001,WU,MT1
MT0602275001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,MT,6,2,27,5001,WU,MT1
MT0603135001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,MT,6,3,13,5001,WU,MT1
MT0704095001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,H,O,811,52,,MT,7,4,9,5001,WR,MT1
MT0701085001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,H,O,811,52,,MT,7,1,8,5001,WR,MT1
MT0701225001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,H,O,811,52,,MT,7,1,22,5001,WR,MT1
MT0701085001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,H,O,811,52,,MT,7,1,8,5001,WU,MT1
MT0701225001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,H,O,811,52,,MT,7,1,22,5001,WU,MT1
MT0610165001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,10,16,5001,WR,MT1
MT0601095001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,1,9,5001,WR,MT1
MT0604105001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,4,10,5001,WR,MT1
MT0604245001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,4,24,5001,WR,MT1
MT0608215001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,8,21,5001,WR,MT1
MT0609255001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,9,25,5001,WR,MT1
MT0610305001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,10,30,5001,WR,MT1
MT0611135001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,11,13,5001,WR,MT1
MT0612045001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,12,4,5001,WR,MT1
MT0612185001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,12,18,5001,WR,MT1
MT0601095001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,1,9,5001,WU,MT1
MT0601235001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,1,23,5001,WU,MT1
MT0604105001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,4,10,5001,WU,MT1
MT0609255001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,9,25,5001,WU,MT1
MT0610305001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,10,30,5001,WU,MT1
MT0611135001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,11,13,5001,WU,MT1
MT0612045001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,12,4,5001,WU,MT1
MT0612185001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,MT,6,12,18,5001,WU,MT1
MT0701085001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,1,8,5001,WR,MT1
MT0701225001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,1,22,5001,WR,MT1
MT0703125001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,3,12,5001,WR,MT1
MT0704095001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,4,9,5001,WR,MT1
MT0706045001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,6,4,5001,WR,MT1
MT0707235001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,7,23,5001,WR,MT1
MT0708065001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,8,6,5001,WR,MT1
MT0708205001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,8,20,5001,WR,MT1
MT0709105001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,9,10,5001,WR,MT1
MT0710155001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,10,15,5001,WR,MT1
MT0711125001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,11,12,5001,WR,MT1
MT0711265001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,11,26,5001,WR,MT1
MT0712035001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,12,3,5001,WR,MT1
MT0712175001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,12,17,5001,WR,MT1
MT0710295001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,10,29,5001,WR,MT1
MT0701085001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,1,8,5001,WU,MT1
MT0701225001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,1,22,5001,WU,MT1
MT0704095001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,4,9,5001,WU,MT1
MT0708065001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,8,6,5001,WU,MT1
MT0709105001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,9,10,5001,WU,MT1
MT0709245001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,9,24,5001,WU,MT1
MT0710155001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,10,15,5001,WU,MT1
MT0710295001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,10,29,5001,WU,MT1
MT0711125001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,11,12,5001,WU,MT1
MT0711265001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,11,26,5001,WU,MT1
MT0712175001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,12,17,5001,WU,MT1
MT0707235001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,7,23,5001,WU,MT1
MT0712035001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,7,12,3,5001,WU,MT1
MT0801285001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,1,28,5001,WR,MT1
MT0802115001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,2,11,5001,WR,MT1
MT0802255001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,2,25,5001,WR,MT1
MT0803105001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,3,10,5001,WR,MT1
MT0805055001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,5,5,5001,WR,MT1
MT0805195001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,5,19,5001,WR,MT1
MT0807215001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,7,21,5001,WR,MT1
MT0808045001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,8,4,5001,WR,MT1
MT0808185001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,8,18,5001,WR,MT1
MT0809085001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,9,8,5001,WR,MT1
MT0809225001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,9,22,5001,WR,MT1
MT0810065001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,10,6,5001,WR,MT1
MT0810205001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,10,20,5001,WR,MT1
MT0811035001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,11,3,5001,WR,MT1
MT0811175001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,11,17,5001,WR,MT1
MT0812015001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,12,1,5001,WR,MT1
MT0812155001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,12,15,5001,WR,MT1
MT0801145001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,1,14,5001,WU,MT1
MT0802115001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,2,11,5001,WU,MT1
MT0802255001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,2,25,5001,WU,MT1
MT0803105001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,3,10,5001,WU,MT1
MT0805055001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,5,5,5001,WU,MT1
MT0807215001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,7,21,5001,WU,MT1
MT0808045001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,8,4,5001,WU,MT1
MT0808185001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,8,18,5001,WU,MT1
MT0809085001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,9,8,5001,WU,MT1
MT0809225001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,9,22,5001,WU,MT1
MT0810065001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,10,6,5001,WU,MT1
MT0810205001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,10,20,5001,WU,MT1
MT0811035001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,11,3,5001,WU,MT1
MT0811175001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,11,17,5001,WU,MT1
MT0812015001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,12,1,5001,WU,MT1
MT0812155001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,12,15,5001,WU,MT1
MT0801145001WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,H,O,811,52,,MT,8,1,14,5001,WR,MT1
MT1110045534WGMT1,WG,967,Imidacloprid,A,10.323,6.2,T,LU,,Q,,O,811,52,,MT,11,10,4,5534,WG,MT1
MT0611135001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LT,,Q,H,O,811,62,,MT,6,11,13,5001,WR,MT1
MT0612185001WRMT1,WR,318,MCPA,G,4,0.78,T,LT,,,H,O,811,62,,MT,6,12,18,5001,WR,MT1
MT0610305001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LT,,Q,H,O,811,62,,MT,6,10,30,5001,WR,MT1
MT0611275001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LT,,Q,H,O,811,62,,MT,6,11,27,5001,WR,MT1
MT0612045001WRMT1,WR,318,MCPA,G,2.6,0.78,T,LT,,,H,O,811,62,,MT,6,12,4,5001,WR,MT1
MT0610305001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LT,,Q,H,O,811,62,,MT,6,10,30,5001,WU,MT1
MT0611275001WUMT1,WU,318,MCPA,G,2.7,0.78,T,LT,,,H,O,811,62,,MT,6,11,27,5001,WU,MT1
MT0612185001WUMT1,WU,318,MCPA,G,3.6,0.78,T,LT,,,H,O,811,62,,MT,6,12,18,5001,WU,MT1
MT0611135001WUMT1,WU,318,MCPA,G,3.1,0.78,T,LT,,,H,O,811,62,,MT,6,11,13,5001,WU,MT1
MT0612045001WUMT1,WU,318,MCPA,G,3,0.78,T,LT,,,H,O,811,62,,MT,6,12,4,5001,WU,MT1
MT0701085001WRMT1,WR,318,MCPA,G,3,0.78,T,LU,,,H,O,811,52,,MT,7,1,8,5001,WR,MT1
MT0701225001WRMT1,WR,318,MCPA,G,4.8,0.78,T,LU,,,H,O,811,52,,MT,7,1,22,5001,WR,MT1
MT0702125001WRMT1,WR,318,MCPA,G,3.6,0.78,T,LU,,,H,O,811,52,,MT,7,2,12,5001,WR,MT1
MT0702265001WRMT1,WR,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,7,2,26,5001,WR,MT1
MT0703125001WRMT1,WR,318,MCPA,G,3.1,0.78,T,LU,,,H,O,811,52,,MT,7,3,12,5001,WR,MT1
MT0703265001WRMT1,WR,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,7,3,26,5001,WR,MT1
MT0704095001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,4,9,5001,WR,MT1
MT0706045001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,6,4,5001,WR,MT1
MT0711125001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,11,12,5001,WR,MT1
MT0711265001WRMT1,WR,318,MCPA,G,2.7,0.78,T,LU,,,H,O,811,52,,MT,7,11,26,5001,WR,MT1
MT0712035001WRMT1,WR,318,MCPA,G,5,0.78,T,LU,,,H,O,811,52,,MT,7,12,3,5001,WR,MT1
MT0712175001WRMT1,WR,318,MCPA,G,5.8,0.78,T,LU,,,H,O,811,52,,MT,7,12,17,5001,WR,MT1
MT0704095001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,4,9,5001,WU,MT1
MT0704235001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,4,23,5001,WU,MT1
MT0701085001WUMT1,WU,318,MCPA,G,4.2,0.78,T,LU,,,H,O,811,52,,MT,7,1,8,5001,WU,MT1
MT0701225001WUMT1,WU,318,MCPA,G,6.3,0.78,T,LU,,,H,O,811,52,,MT,7,1,22,5001,WU,MT1
MT0702125001WUMT1,WU,318,MCPA,G,4,0.78,T,LU,,,H,O,811,52,,MT,7,2,12,5001,WU,MT1
MT0702265001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,2,26,5001,WU,MT1
MT0703125001WUMT1,WU,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,7,3,12,5001,WU,MT1
MT0703265001WUMT1,WU,318,MCPA,G,3.3,0.78,T,LU,,,H,O,811,52,,MT,7,3,26,5001,WU,MT1
MT0705215001WUMT1,WU,318,MCPA,G,10,0.78,T,LU,,,H,O,811,52,,MT,7,5,21,5001,WU,MT1
MT0706045001WUMT1,WU,318,MCPA,G,16,0.78,T,LU,,,H,O,811,52,,MT,7,6,4,5001,WU,MT1
MT0706185001WUMT1,WU,318,MCPA,G,2.8,0.78,T,LU,,,H,O,811,52,,MT,7,6,18,5001,WU,MT1
MT0707095001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,7,9,5001,WU,MT1
MT0707235001WUMT1,WU,318,MCPA,G,3.2,0.78,T,LU,,,H,O,811,52,,MT,7,7,23,5001,WU,MT1
MT0708065001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,8,6,5001,WU,MT1
MT0708205001WUMT1,WU,318,MCPA,G,3,0.78,T,LU,,,H,O,811,52,,MT,7,8,20,5001,WU,MT1
MT0709105001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,9,10,5001,WU,MT1
MT0709245001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,9,24,5001,WU,MT1
MT0710155001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,10,15,5001,WU,MT1
MT0710295001WUMT1,WU,318,MCPA,G,3.4,0.78,T,LU,,,H,O,811,52,,MT,7,10,29,5001,WU,MT1
MT0711125001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,7,11,12,5001,WU,MT1
MT0711265001WUMT1,WU,318,MCPA,G,4.4,0.78,T,LU,,,H,O,811,52,,MT,7,11,26,5001,WU,MT1
MT0712035001WUMT1,WU,318,MCPA,G,5.8,0.78,T,LU,,,H,O,811,52,,MT,7,12,3,5001,WU,MT1
MT0712175001WUMT1,WU,318,MCPA,G,6.4,0.78,T,LU,,,H,O,811,52,,MT,7,12,17,5001,WU,MT1
MT0801145001WRMT1,WR,318,MCPA,G,4.8,0.78,T,LU,,,H,O,811,52,,MT,8,1,14,5001,WR,MT1
MT0801285001WRMT1,WR,318,MCPA,G,5.1,0.78,T,LU,,,H,O,811,52,,MT,8,1,28,5001,WR,MT1
MT0802115001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,2,11,5001,WR,MT1
MT0802255001WRMT1,WR,318,MCPA,G,4.7,0.78,T,LU,,,H,O,811,52,,MT,8,2,25,5001,WR,MT1
MT0803105001WRMT1,WR,318,MCPA,G,3.7,0.78,T,LU,,,H,O,811,52,,MT,8,3,10,5001,WR,MT1
MT0803245001WRMT1,WR,318,MCPA,G,3.5,0.78,T,LU,,,H,O,811,52,,MT,8,3,24,5001,WR,MT1
MT0804075001WRMT1,WR,318,MCPA,G,4.7,0.78,T,LU,,,H,O,811,52,,MT,8,4,7,5001,WR,MT1
MT0804215001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,4,21,5001,WR,MT1
MT0805055001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,5,5,5001,WR,MT1
MT0810205001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,10,20,5001,WR,MT1
MT0811035001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,11,3,5001,WR,MT1
MT0812155001WRMT1,WR,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,8,12,15,5001,WR,MT1
MT0801145001WUMT1,WU,318,MCPA,G,7.1,0.78,T,LU,,,H,O,811,52,,MT,8,1,14,5001,WU,MT1
MT0802115001WUMT1,WU,318,MCPA,G,5.2,0.78,T,LU,,,H,O,811,52,,MT,8,2,11,5001,WU,MT1
MT0802255001WUMT1,WU,318,MCPA,G,4.4,0.78,T,LU,,,H,O,811,52,,MT,8,2,25,5001,WU,MT1
MT0803105001WUMT1,WU,318,MCPA,G,15,0.78,T,LU,,,H,O,811,52,,MT,8,3,10,5001,WU,MT1
MT0803245001WUMT1,WU,318,MCPA,G,17,0.78,T,LU,,,H,O,811,52,,MT,8,3,24,5001,WU,MT1
MT0804075001WUMT1,WU,318,MCPA,G,2.7,0.78,T,LU,,,H,O,811,52,,MT,8,4,7,5001,WU,MT1
MT0804215001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,4,21,5001,WU,MT1
MT0805055001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,5,5,5001,WU,MT1
MT0805195001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,5,19,5001,WU,MT1
MT0806095001WUMT1,WU,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,8,6,9,5001,WU,MT1
MT0806235001WUMT1,WU,318,MCPA,G,8.1,0.78,T,LU,,,H,O,811,52,,MT,8,6,23,5001,WU,MT1
MT0807075001WUMT1,WU,318,MCPA,G,4.7,0.78,T,LU,,,H,O,811,52,,MT,8,7,7,5001,WU,MT1
MT0807215001WUMT1,WU,318,MCPA,G,3.6,0.78,T,LU,,,H,O,811,52,,MT,8,7,21,5001,WU,MT1
MT0808045001WUMT1,WU,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,8,4,5001,WU,MT1
MT0808185001WUMT1,WU,318,MCPA,G,2.6,0.78,T,LU,,,H,O,811,52,,MT,8,8,18,5001,WU,MT1
MT0809085001WUMT1,WU,318,MCPA,G,5.4,0.78,T,LU,,,H,O,811,52,,MT,8,9,8,5001,WU,MT1
MT0810065001WUMT1,WU,318,MCPA,G,3.6,0.78,T,LU,,,H,O,811,52,,MT,8,10,6,5001,WU,MT1
MT0810205001WUMT1,WU,318,MCPA,G,4.8,0.78,T,LU,,,H,O,811,52,,MT,8,10,20,5001,WU,MT1
MT0811035001WUMT1,WU,318,MCPA,G,3.3,0.78,T,LU,,,H,O,811,52,,MT,8,11,3,5001,WU,MT1
MT0811175001WUMT1,WU,318,MCPA,G,4.6,0.78,T,LU,,,H,O,811,52,,MT,8,11,17,5001,WU,MT1
MT0812015001WUMT1,WU,318,MCPA,G,3,0.78,T,LU,,,H,O,811,52,,MT,8,12,1,5001,WU,MT1
MT0812155001WUMT1,WU,318,MCPA,G,4.7,0.78,T,LU,,,H,O,811,52,,MT,8,12,15,5001,WU,MT1
MT0811175001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,11,17,5001,WR,MT1
MT0812015001WRMT1,WR,318,MCPA,G,1.3,0.78,T,LU,,Q,H,O,811,52,,MT,8,12,1,5001,WR,MT1
MT0809225001WUMT1,WU,318,MCPA,G,9.7,0.78,T,LU,,,H,O,811,52,,MT,8,9,22,5001,WU,MT1
MT0606195001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,6,6,19,5001,WR,MT1
MT0607105001WRMT1,WR,283,Metolachlor,A,5.3,1.5,T,M,,,H,R ,812,7,,MT,6,7,10,5001,WR,MT1
MT0607245001WRMT1,WR,283,Metolachlor,A,7.4,1.5,T,M,,,H,O,812,7,,MT,6,7,24,5001,WR,MT1
MT0608075001WRMT1,WR,283,Metolachlor,A,6.6,1.5,T,M,,,H,R ,812,7,,MT,6,8,7,5001,WR,MT1
MT0608215001WRMT1,WR,283,Metolachlor,A,5.7,1.5,T,M,,,H,O,812,7,,MT,6,8,21,5001,WR,MT1
MT0609115001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,6,9,11,5001,WR,MT1
MT0606195001WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,6,6,19,5001,WU,MT1
MT0607105001WUMT1,WU,283,Metolachlor,A,5.1,1.5,T,M,,,H,O,812,7,,MT,6,7,10,5001,WU,MT1
MT0607245001WUMT1,WU,283,Metolachlor,A,6.3,1.5,T,M,,,H,O,812,7,,MT,6,7,24,5001,WU,MT1
MT0608075001WUMT1,WU,283,Metolachlor,A,5.8,1.5,T,M,,,H,O,812,7,,MT,6,8,7,5001,WU,MT1
MT0608215001WUMT1,WU,283,Metolachlor,A,6.2,1.5,T,M,,,H,O,812,7,,MT,6,8,21,5001,WU,MT1
MT0609115001WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,6,9,11,5001,WU,MT1
MT0705075001WRMT1,WR,283,Metolachlor,A,5.6,1.5,T,M,,,H,O,812,7,,MT,7,5,7,5001,WR,MT1
MT0707095001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,7,7,9,5001,WR,MT1
MT0707235001WRMT1,WR,283,Metolachlor,A,5.9,1.5,T,M,,,H,O,812,7,,MT,7,7,23,5001,WR,MT1
MT0708065001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,MT,7,8,6,5001,WR,MT1
